"#uh# you w_welcome to stop in but let me #uh# make you aware that, you know, we have our own trucks so the only time I would need anything from Penske is if I have a truck down and #uh# I just need to to rent one for a day or so.---",1
#uhh# yes sir #uh# yeah that that would be fine #uh# just just can't be extensive but---,1
#um# I'm actually gettin ready to leave out right now #um# #uh# I I'd rather meet y'all at y'all office if #uh# you know this something this to discuss like that---,1
I can yeah I can #uh# schedule a time to #uh# meet with y'all next weekend next week excuse me---,1
Is is any special time y'all want me there or is he gon contact me---,1
No #uh# not not at this time I mean I we're just going through a bad time right now---,1
Well we normally the equipment that we rent from y'all are usually twenty six foot boxes w_with a with a liftgate---,1
I'm at five twenty yeah I'm at five twenty six west chevy chase Doug is right around the corner from me---,1
No no not at all he's a general tool store I am specifically entertainment and studio rental business nothing to do with the general tool business---,1
We we we both we both use Fleet Works because they're local and I've been doing business with them forever---,1
#umm# yeah let me look at my calendar real quick. And you know I'm looking at Chicago's right?---,1
"And yeah, we have all of our dollies and everything in house so we never really rent that. #uh# I think we probably I know last year we were exploring #uh# leasing options but I don't think that that's my guess, or we're not, we're probably not going to do a big fat move.---",1
"But yeah, I can talk to #ohh# what was what's his name, what's my reps name again?---",1
"Yep. #uh# Yeah I can talk to Phil again, I think I mean like to be honest with you we're pretty quiet right now but it never hurts to have you know a %---",1
"I think we may have discussed this before what we found in looking at leasing a vehicle was #um# we have to have huge savings if we're renting it because we have to #uh# pay an additional insurance policy. #um# I don't know if you know much, if you have thought about that with your customers like #um# I think we're getting away with murder on that one. #um# We rented a truck, a twenty four foot moving truck, box truck, #uh# lift gate #um# every day of the every day of the year last year. #um# And they're like you guys are crazy, why if you're going to use it that much why not #uh# you know, a couple year lease, and #uh# you'll pay about half the rate. We got the proposal from them, this is back when I was talking to you about it too, and we're like it's not half the rate it's sixty five percent or whatever and we talked to our insurance carrier and they're like you have rental coverage, but you don't have coverage on that vehicle if you lease it, it'd be another seven or eight grand a year and we're like there goes the savings. #huh# So, we're of a mindset of we don't wanna quote on quote lease one because we'd have to, you know, let them know hey we're using this thing every day versus now we're doing it and nobody seems to care, we even told them we were.---",1
"#um# that's fine, I mean, I_I just kinda like you do probably, blow and go with the wind in terms with what people need #um# so I don't want to say I'll be here on a Thursday when some customer may say can you come to Kinnesol on Thursday so you know, have Derek #uh# reach out to me if you want and #um# I'm usually here about eighty percent of the time.---",1
Yeah but definitely have him follow up first cause like I said it's subject to change. Late afternoons probably better.---,1
"#uh# no we're #uh# that's the old #uh# location. We're at seventeen, fifty-five. Purina Way. Sparks, Nevada. Where I am and Ross is.---",1
"Yep, #umm# actually if we could make it #uh# a little bit later like #uh# you know #umm# oh, eleven, eleven, and the reason I say - you know what let's do ten AM.---",1
"U, N as in Nancy, H as in Henry, A as in apple, M as in Mary---",1
"Yeah that'd be fine, #uh# we are still currently leasing you know we are still under lease on one of our trucks and the other one we own, so. #Uh# but yeah, that'd be that'd be great just in case we need to expand or something.---",1
"#Um# you you know I_I'm here from eight to five every day and it's so really just any day was, it doesn't matter.---",1
"#umm# they're sleepers right now. #um# I may be changing the day-cab, but just send %---Yeah.---",1
#uhhh# actually I have a meeting at ten. I could do. I could do a one.---,1
"Okay #um# yeah, I'll love to sit down and talk to ya'll and see what ya'll got goin on---",1
"#uh# sounds fine, yeah, I think that'll work, are you gonna call me and remind me---",1
"#um# we can we can, we can #uh# set up a a conference call or something like that but %---",1
"#uh# I think I'm here all next two or three weeks, so I should be fine, I just don't have time today.---",1
"I do. It's #um# it's all one big ol' mess. But it's restore manager at habitat. M as in mary, b as in boy dot org.---",1
"#Uh# that'd be good. #Um# let me see here, what days are you available next week?---",1
"All right %---I have a meeting from one to about one forty-five, so I'll be out by then.---",1
he h_he does he does a lot of work for me he does just about everything---,1
#mmm# #uh# rarely man I tell you rarely #uh# #eh# when he gets backed up with work that's when I'll go somewhere else but not too often---,1
#uh# okay if you %---send somebody here to show me what I'm lookin that's a different story---,1
No they need to call me the day before actually #uh# don't just send them out here #uh# you gotta call me the day before that's kinda how I like to do things I can't tell you to come out next week because it all depends on what's going on the day before---,1
"#umm# yeah yeah #umm# it's kind of hectic right now but #uh# let me see what #uh# what #uh# what would be a good week. The week of the twenty third actually would be good cause I'm leaving, I'm going to be out of the office most of the week next week.---",1
"Yeah, no, we're #uh# we're actually looking at adding on several more trailers out or power units and trailers out at #um# in #uh# Ontario.---",1
"Yeah what about #uh# what about locations like outside of #uh# #um# outside of southern California, like up in the valley?---",1
"Well the guy, the guy that I was dealing with is it was his name Tony Ja_Janowitz?---",1
"Hold on let me look at my calendar here. That would be. I think, yeah that'll be fine.---",1
Okay yeah. Cause I know #uh# #um# And who are you with? Or who are you? Or what's your?---,1
Okay yeah. Cause I got an email from #uh# Matthew Scott this morning. So that's why I was.---,1
"But #uh# but yeah. You can come out any time next week. #uh# like I said. Anytime before noon, so nine o'clock would do.---",1
"#Umm# it'd have to be after two o'clock, I've got a bid at #uh# at two, that day.---",1
"Yeah, but #uh# I don't really have a need or anything to rent anything any time soon, so, but you can stop by.---",1
"Okay, what it, what it is is you're talking about now, in terms of what, what type of equipment.---",1
"Okay. Is the, the, the one that the equivalent to the, similar to that of let's see, the contact bucket truck. Not the big ones, but the small ones, right? The four-fifteen three-fifty, four-fifteen, five-fifty model, there about?---",1
Well we #um# it depends on the lease. #Uh# some of our vehicle are not all bought at the same time.---,1
"Yeah, we had one that, actually two that's coming up this year already, but #uh#---",1
